"targetName","kernelName","language","answer","guess","isCorrect"
"qrg-cuda","icnd(float *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"ising-cuda","void update_lattice<1>(signed char *, const signed char *, const float *, float, long long, long long)","CUDA","Bandwidth","Bandwidth",True
"ising-cuda","void update_lattice<0>(signed char *, const signed char *, const float *, float, long long, long long)","CUDA","Bandwidth","Bandwidth",True
"ising-cuda","init_spins(signed char *, const float *, long long, long long)","CUDA","Bandwidth","Compute",False
"gabor-cuda","gabor(double *, unsigned int, unsigned int, double, double, double, double, double, double, double, double)","CUDA","Bandwidth","Compute",False
"cmembench-cuda","void benchmark_constant<int>(int *, int)","CUDA","Bandwidth","Bandwidth",True
"asmooth-omp","__omp_offloading_10309_2f042fe_main_l95","OMP","Bandwidth","Bandwidth",True
"asmooth-omp","__omp_offloading_10309_2f042fe_main_l95","OMP","Bandwidth","Bandwidth",True
"asmooth-omp","__omp_offloading_10309_2f042fe_main_l95","OMP","Bandwidth","Bandwidth",True
"libor-omp","__omp_offloading_10309_2fc47aa_main_l320","OMP","Bandwidth","Compute",False
"libor-omp","__omp_offloading_10309_2fc47aa_main_l320","OMP","Bandwidth","Compute",False
"fresnel-omp","__omp_offloading_10309_2f0861e_main_l39","OMP","Bandwidth","Compute",False
"addBiasResidualLayerNorm-cuda","void generalAddBiasResidualPostLayerNorm<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","CUDA","Bandwidth","Bandwidth",True
"addBiasResidualLayerNorm-cuda","void addBiasResidualPostLayerNormV2<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","CUDA","Bandwidth","Bandwidth",True
"addBiasResidualLayerNorm-cuda","void addBiasResidualPostLayerNormV2<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","CUDA","Bandwidth","Bandwidth",True
"addBiasResidualLayerNorm-cuda","void addBiasResidualPostLayerNorm<__half, 1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","CUDA","Bandwidth","Bandwidth",True
"nn-omp","__omp_offloading_10309_2fc539d__Z20FindNearestNeighborsiRSt6vectorI7latLongSaIS0_EEffPfii_l69","OMP","Bandwidth","Compute",False
"nn-omp","__omp_offloading_10309_2fc539d__Z20FindNearestNeighborsiRSt6vectorI7latLongSaIS0_EEffPfii_l69","OMP","Bandwidth","Compute",False
"softmax-fused-cuda","void scaled_masked_softmax_warp_forward<__half, __half, float, 6>(T2 *, const T1 *, const unsigned char *, T3, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"softmax-fused-cuda","void scaled_masked_softmax_warp_forward<__half, __half, float, 6>(T2 *, const T1 *, const unsigned char *, T3, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"quant-cuda","void kQuantize<256, 256>(const float *, const float *, unsigned char *, int)","CUDA","Bandwidth","Bandwidth",True
"overlay-omp","__omp_offloading_10309_2fc5458__Z19DetectionOverlayBoxI6float3EvPKT_PS1_iiiiii6float4_l38","OMP","Bandwidth","Bandwidth",True
"md-cuda","md(const double4 *, double4 *, const int *, int, int, double, double, double)","CUDA","Bandwidth","Bandwidth",True
"fpc-cuda","fpc2_kernel(const unsigned long *, unsigned int *)","CUDA","Bandwidth","Compute",False
"fpc-cuda","fpc_kernel(const unsigned long *, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"floydwarshall-omp","__omp_offloading_10309_2f06e6d_main_l216","OMP","Bandwidth","Bandwidth",True
"cbsfil-cuda","toCoef2DY(float *, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"cbsfil-cuda","toCoef2DX(float *, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"convolutionSeparable-cuda","conv_cols(float *, const float *, const float *, int, int, int)","CUDA","Bandwidth","Compute",False
"convolutionSeparable-cuda","conv_rows(float *, const float *, const float *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"ne-cuda","ne(const float3 *, float4 *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"streamcluster-omp","__omp_offloading_10309_2fc5eea__Z5pgainlP6PointsfPliPbPiPcPdS5_S5_S5_S5__l137","OMP","Bandwidth","Bandwidth",True
"streamcluster-omp","__omp_offloading_10309_2fc5eea__Z5pgainlP6PointsfPliPbPiPcPdS5_S5_S5_S5__l140","OMP","Bandwidth","Bandwidth",True
"streamcluster-omp","__omp_offloading_10309_2fc5eea__Z5pgainlP6PointsfPliPbPiPcPdS5_S5_S5_S5__l137","OMP","Bandwidth","Bandwidth",True
"shmembench-omp","__omp_offloading_10309_2fc5aeb__Z13shmembenchGPUPdli_l60","OMP","Bandwidth","Bandwidth",True
"scel-omp","__omp_offloading_10309_2fc5a47__Z35SigmoidCrossEntropyWithLogitsKerneliibbPKfS0_Pf_l20","OMP","Bandwidth","Compute",False
"tissue-omp","__omp_offloading_10309_2fc600c__Z6tissuePKiPKfS2_PfS2_S2_iiii_l59","OMP","Compute","Bandwidth",False
"present-omp","__omp_offloading_10309_2fc560e_main_l360","OMP","Bandwidth","Bandwidth",True
"background-subtract-omp","__omp_offloading_10309_2f0444e__Z16updateBackgroundmPKhS0_Ph_l34","OMP","Bandwidth","Bandwidth",True
"background-subtract-omp","__omp_offloading_10309_2f0444e__Z15updateThresholdmPKhS0_S0_Ph_l48","OMP","Bandwidth","Bandwidth",True
"background-subtract-omp","__omp_offloading_10309_2f0444e__Z16findMovingPixelsmPKhS0_S0_S0_Ph_l18","OMP","Bandwidth","Bandwidth",True
"damage-cuda","damage_of_node(int, const int *, const int *, int *, double *)","CUDA","Bandwidth","Compute",False
"sw4ck-cuda","kernel5(int, int, int, int, int, int, int, int, int, int, int, int, int, double, double, const double *, const double *, const double *, const double *, const double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *)","CUDA","Bandwidth","Compute",False
"sw4ck-cuda","kernel1(int, int, int, int, int, int, int, int, int, int, int, int, double, double, const double *, const double *, const double *, const double *, const double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *)","CUDA","Bandwidth","Compute",False
"sw4ck-cuda","kernel3(int, int, int, int, int, int, int, int, int, int, int, int, double, double, const double *, const double *, const double *, const double *, const double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *)","CUDA","Bandwidth","Compute",False
"sw4ck-cuda","kernel4(int, int, int, int, int, int, int, int, int, int, int, int, double, double, const double *, const double *, const double *, const double *, const double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *)","CUDA","Bandwidth","Compute",False
"sw4ck-cuda","kernel2(int, int, int, int, int, int, int, int, int, int, int, int, double, double, const double *, const double *, const double *, const double *, const double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *)","CUDA","Bandwidth","Compute",False
"tsa-omp","__omp_offloading_10309_2fc60f8__Z6kernelIdLi1ELi16ELi32ELi3ELi4ELi16EEviiT_S0_iiPKS0_S2_PS0_S3__l61","OMP","Bandwidth","Compute",False
"tsa-omp","__omp_offloading_10309_2fc60f8__Z6kernelIfLi1ELi16ELi96ELi3ELi4ELi16EEviiT_S0_iiPKS0_S2_PS0_S3__l61","OMP","Bandwidth","Compute",False
"cooling-omp","__omp_offloading_10309_2f056df__Z11cool_kernelidPKdPdi_l111","OMP","Bandwidth","Compute",False
"wedford-cuda","void welford_kernel<float, float, float>(const T1 *, T3 *, T3 *, int, int, int)","CUDA","Bandwidth","Compute",False
"permute-cuda","permute_kernel(float *, float *, float *, const float *, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"d2q9-bgk-cuda","d2q9_bgk(const float *, const float *, const float *, const float *, const float *, const float *, const float *, const float *, const float *, float *, float *, float *, float *, float *, float *, float *, float *, float *, const int *, float *, int *, float, float, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"xsbench-omp","__omp_offloading_10309_2fc6308__Z26run_event_based_simulation6Inputs14SimulationDataiPd_l180","OMP","Bandwidth","Bandwidth",True
"compute-score-cuda","compute(const unsigned int *, const unsigned int *, const unsigned long *, const unsigned long *, const unsigned int *, unsigned int *, unsigned int *)","CUDA","Bandwidth","Compute",False
"compute-score-cuda","reduction(const unsigned long *, const unsigned int *, const unsigned int *, unsigned long *)","CUDA","Bandwidth","Compute",False
"aop-omp","__omp_offloading_10309_2f042ef__Z19compute_sums_kernelILi128EEviPKddRd_l793","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__Z21generate_paths_kernelILi256E9PayoffPutEviiT0_ddddPKdPd_l97","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__ZL6do_runI9PayoffPutEvPdiiRKT_ddddS1_S1_S1_PiS1_Rd_l836","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__ZL6do_runI9PayoffPutEvPdiiRKT_ddddS1_S1_S1_PiS1_Rd_l836","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__Z22update_cashflow_kernelILi128E9PayoffPutEviiT0_dPKdS3_PKiPd_l744","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__Z18prepare_svd_kernelILi256E9PayoffPutEviiiT0_PKdPiPd_l491","OMP","Bandwidth","Bandwidth",True
"aop-omp","__omp_offloading_10309_2f042ef__Z19compute_beta_kernelILi128E9PayoffPutEviT0_PKdS3_S3_PKiPd_l648","OMP","Bandwidth","Bandwidth",True
"iso2dfd-cuda","iso_2dfd_kernel(float *, const float *, const float *, float, unsigned long, unsigned long)","CUDA","Bandwidth","Compute",False
"atomicIntrinsics-cuda","void testKernel<int>(T1 *)","CUDA","Bandwidth","Compute",False
"p4-omp","__omp_offloading_10309_2fc5472_main_l198","OMP","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_chebyshev_1x(int, const double *, const double *, double *, double *, double)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_copy_state(int, const double *, const double *, double *, double *)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_chebyshev_01(int, const double *, const double *, const double *, const double *, double *, double *, double, double, int)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_set_zero(int, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_apply_commutator(int, double, int *, int *, double *, double *, double *, double *, double *, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_add_state(int, const double *, const double *, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_chebyshev_2(int, double, const int *, const int *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double *, double *, double *, double *, double, int)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_apply_current(int, const int *, const int *, const double *, const double *, const double *, const double *, const double *, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_find_inner_product_1(int, const double *, const double *, const double *, const double *, double *, double *, int)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_find_inner_product_2(int, const double *, const double *, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_kernel_polynomial(int, double, const int *, const int *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double *, double *)","CUDA","Bandwidth","Compute",False
"lsqt-cuda","gpu_chebyshev_2x(int, double, const int *, const int *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double *, double *, double *, double *, double *, double *, double, int)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_chebyshev_2x(int, double, const int *, const int *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double *, double *, double *, double *, double *, double *, double, int)","CUDA","Bandwidth","Bandwidth",True
"lsqt-cuda","gpu_apply_hamiltonian(int, double, const int *, const int *, const double *, const double *, const double *, const double *, const double *, double *, double *)","CUDA","Bandwidth","Compute",False
"epistasis-omp","__omp_offloading_10309_2f06d02_main_l178","OMP","Compute","Bandwidth",False
"vanGenuchten-cuda","vanGenuchten(const double *, const double *, double *, double *, double *, int)","CUDA","Bandwidth","Compute",False
"permutate-cuda","statistical_tests_kernel(unsigned int *, const double *, double, double, const unsigned char *, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"glu-omp","__omp_offloading_10309_2f26b3d__Z10glu_kerneliiiPKfPf_l19","OMP","Bandwidth","Compute",False
"kernelLaunch-cuda","KernelWithLargeArgs(LargeKernelArgs, char *)","CUDA","Bandwidth","Bandwidth",True
"kernelLaunch-cuda","KernelWithSmallArgs(SmallKernelArgs, char *)","CUDA","Bandwidth","Bandwidth",True
"kernelLaunch-cuda","KernelWithSmallArgs(SmallKernelArgs, char *)","CUDA","Bandwidth","Bandwidth",True
"kernelLaunch-cuda","KernelWithMediumArgs(MediumKernelArgs, char *)","CUDA","Bandwidth","Bandwidth",True
"kernelLaunch-cuda","KernelWithMediumArgs(MediumKernelArgs, char *)","CUDA","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z12kernel_writePcmm_l141","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z12kernel0_readPKcmPjPmS2_S2_S2__l48","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z13kernel5_checkPKcmPjPmS2_S2_S2__l271","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z12kernel1_readPKcmPjPmS2_S2_S2__l120","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z13kernel0_writePcm_l10","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z13kernel1_writePcm_l104","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z11kernel_readPKcmmPjPmS2_S2_S2__l192","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z17kernel_read_writePcmmmPjPmS1_S1_S1__l159","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c08__Z12kernel5_initPcm_l214","OMP","Bandwidth","Compute",False
"memtest-omp","__omp_offloading_10309_2fc4c08__Z12kernel5_movePcm_l243","OMP","Bandwidth","Bandwidth",True
"memtest-omp","__omp_offloading_10309_2fc4c09__Z5checkPj_l15","OMP","Bandwidth","Bandwidth",True
"metropolis-omp","__omp_offloading_10309_2fc4c65__Z26kernel_reset_random_gpupcgPiiPmS0__l208","OMP","Bandwidth","Bandwidth",True
"metropolis-omp","__omp_offloading_10309_2fc4c65__Z12kernel_resetIiEvPT_iS0__l236","OMP","Bandwidth","Bandwidth",True
"metropolis-omp","__omp_offloading_10309_2fc4c65__Z17kernel_metropolisiiPiPKiffPmS2_i_l57","OMP","Bandwidth","Bandwidth",True
"metropolis-omp","__omp_offloading_10309_2fc4c66__Z19kernel_gpupcg_setupPmS_imm_l137","OMP","Bandwidth","Bandwidth",True
"metropolis-omp","__omp_offloading_10309_2fc4c67__Z16kernel_redenergyIfEvPKiiPT_S1_f_l32","OMP","Bandwidth","Bandwidth",True
"convolution1D-cuda","void conv1d<double>(const T1 *, T1 *, int, int)","CUDA","Bandwidth","Bandwidth",True
"convolution1D-cuda","void conv1d_tiled_caching<double>(const T1 *, T1 *, int, int)","CUDA","Bandwidth","Bandwidth",True
"convolution1D-cuda","void conv1d_tiled<double>(const T1 *, T1 *, int, int)","CUDA","Bandwidth","Compute",False
